   122/199     7.62G   0.03052   0.01927         0   0.04979        43       640    0.8078    0.8221    0.8282     0.456   0.03218   0.01081         0
   123/199     7.62G   0.03029   0.01886         0   0.04914        36       640    0.8296     0.802    0.8366    0.4736   0.03229   0.01077         0
   124/199     7.62G   0.03065   0.01872         0   0.04937        31       640    0.8358    0.7995    0.8349    0.4643    0.0326   0.01064         0
   125/199     7.62G   0.03125   0.01942         0   0.05067        29       640    0.7969    0.8099    0.8182    0.4525   0.03275   0.01094         0
   126/199     7.62G   0.03073   0.01928         0   0.05001        36       640    0.8172    0.8112    0.8427    0.4751   0.03267     0.011         0
   127/199     7.62G   0.03038   0.01899         0   0.04937        37       640    0.8423    0.8137    0.8451    0.4716   0.03343   0.01123         0
   128/199     7.62G   0.03057   0.01913         0    0.0497        32       640     0.832    0.8204     0.844    0.4652   0.03361   0.01088         0
   129/199     7.62G   0.03019   0.01897         0   0.04915        29       640    0.8376    0.8184    0.8534    0.4804   0.03278   0.01096         0
   130/199     7.62G   0.03018   0.01848         0   0.04866        28       640    0.8272    0.8287    0.8548    0.4731   0.03264   0.01081         0
   131/199     7.62G   0.02983   0.01878         0   0.04862        28       640    0.8153    0.8413    0.8494    0.4742   0.03236   0.01084         0
   132/199     7.62G   0.03043   0.01895         0   0.04939        27       640    0.8164    0.8321    0.8453    0.4736    0.0327   0.01068         0
   133/199     7.62G   0.03006     0.019         0   0.04907        38       640    0.8614    0.7845    0.8392    0.4672    0.0326   0.01112         0
   134/199     7.62G   0.02939    0.0187         0   0.04809        47       640    0.8381    0.8195    0.8474     0.474   0.03267    0.0107         0
   135/199     7.62G   0.02979   0.01916         0   0.04895        38       640    0.8292    0.8204    0.8355    0.4593   0.03239   0.01071         0
   136/199     7.62G   0.02963   0.01911         0   0.04873        35       640    0.8346    0.8187    0.8365    0.4688   0.03296   0.01066         0
   137/199     7.62G   0.02934    0.0187         0   0.04804        29       640    0.8375    0.8093    0.8397    0.4735   0.03215   0.01057         0
   138/199     7.62G   0.02966   0.01866         0   0.04832        25       640    0.8331    0.8237    0.8326    0.4653   0.03244   0.01061         0
   139/199     7.62G   0.02999   0.01865         0   0.04863        35       640    0.8321    0.8079    0.8335    0.4709   0.03213   0.01064         0
   140/199     7.62G   0.02983   0.01882         0   0.04866        36       640    0.8119    0.8329    0.8334     0.466   0.03215   0.01077         0
   141/199     7.62G   0.02973   0.01924         0   0.04897        45       640    0.8247    0.8294    0.8438    0.4775   0.03226   0.01094         0
   142/199     7.62G    0.0293    0.0184         0    0.0477        24       640    0.8258    0.8363    0.8434     0.469     0.032    0.0108         0
   143/199     7.62G    0.0291   0.01867         0   0.04777        28       640    0.8113    0.8421    0.8343    0.4703   0.03198    0.0105         0
   144/199     7.62G   0.02928   0.01839         0   0.04767        36       640    0.8291    0.8312     0.836    0.4731   0.03207   0.01051         0
   145/199     7.62G   0.02901   0.01853         0   0.04754        31       640    0.8238    0.8254    0.8397    0.4724   0.03243   0.01049         0
   146/199     7.62G   0.02938    0.0184         0   0.04778        31       640    0.8212    0.8367    0.8344    0.4692   0.03287   0.01061         0
   147/199     7.62G   0.02896   0.01862         0   0.04758        23       640     0.848     0.812    0.8432    0.4813   0.03264   0.01045         0
   148/199     7.62G   0.02868   0.01837         0   0.04706        29       640    0.8481    0.8026    0.8461    0.4857   0.03237   0.01036         0
   149/199     7.62G   0.02877   0.01841         0   0.04718        27       640     0.833    0.8169    0.8409    0.4777   0.03261   0.01039         0
   150/199     7.62G   0.02854   0.01852         0   0.04706        39       640    0.8109    0.8388    0.8386    0.4815    0.0326   0.01108         0
   151/199     7.62G   0.02898   0.01862         0    0.0476        66       640    0.8257    0.8296     0.842    0.4749   0.03244   0.01091         0
   152/199     7.62G   0.02863   0.01876         0   0.04739        40       640    0.8241    0.8304    0.8413    0.4693   0.03251   0.01063         0
   153/199     7.62G   0.02886   0.01804         0    0.0469        24       640    0.8394    0.8137    0.8361    0.4769   0.03358   0.01093         0
   154/199     7.62G   0.02819   0.01822         0   0.04641        49       640    0.8244    0.8338    0.8443    0.4782   0.03341   0.01066         0
   155/199     7.62G   0.02842   0.01863         0   0.04705        31       640    0.8518    0.8129    0.8444    0.4759   0.03348   0.01111         0
   156/199     7.62G    0.0279   0.01768         0   0.04558        29       640    0.8417    0.8271    0.8446    0.4773   0.03381   0.01097         0
   157/199     7.62G   0.02879   0.01842         0   0.04721        30       640    0.8259    0.8244    0.8385    0.4774    0.0335     0.011         0
   158/199     7.62G   0.02787    0.0181         0   0.04597        38       640    0.8395    0.8179    0.8379    0.4716   0.03291   0.01075         0
   159/199     7.62G   0.02774    0.0182         0   0.04594        35       640    0.8451    0.8202    0.8265     0.464    0.0334    0.0108         0
   160/199     7.62G   0.02788   0.01798         0   0.04586        29       640    0.8335    0.8195    0.8355    0.4769   0.03305   0.01082         0
   161/199     7.62G   0.02849    0.0183         0   0.04679        34       640    0.8415    0.8203    0.8442    0.4817   0.03263   0.01069         0
   162/199     7.62G   0.02776   0.01797         0   0.04573        16       640    0.8423    0.8212    0.8411    0.4791    0.0328   0.01084         0
   163/199     7.62G   0.02826    0.0183         0   0.04656        33       640    0.8312    0.8279    0.8352    0.4707   0.03329   0.01059         0
   164/199     7.62G   0.02776   0.01842         0   0.04618        42       640    0.8349    0.8278    0.8339    0.4771    0.0328   0.01078         0
   165/199     7.62G   0.02785   0.01798         0   0.04584        44       640    0.8208    0.8388    0.8339    0.4742   0.03309   0.01073         0
   166/199     7.62G   0.02844   0.01795         0   0.04639        30       640    0.8325    0.8229    0.8335    0.4749   0.03277   0.01076         0
   167/199     7.62G   0.02808   0.01802         0   0.04609        29       640    0.8341    0.8321    0.8341    0.4756   0.03252   0.01087         0
   168/199     7.62G    0.0277   0.01838         0   0.04609        31       640    0.8597    0.8053    0.8391    0.4798   0.03263    0.0107         0
   169/199     7.62G   0.02732    0.0179         0   0.04522        39       640    0.8111    0.8546    0.8456    0.4848   0.03303   0.01087         0
   170/199     7.62G   0.02734   0.01818         0   0.04552        34       640    0.8356    0.8287    0.8439    0.4866   0.03304   0.01066         0
   171/199     7.62G   0.02738   0.01818         0   0.04556        28       640    0.8256    0.8344    0.8413    0.4814   0.03296   0.01096         0
   172/199     7.62G   0.02731   0.01799         0    0.0453        22       640    0.8366    0.8287    0.8425    0.4841   0.03306   0.01149         0
